PowerCapacity	Unit	Zone	Technology	Fuel	Efficiency	MinUpTime	MinDownTime	RampUpRate	RampDownRate	StartUpCost	NoLoadCost	RampingCost	PartLoadMin	MinEfficiency	StartUpTime	CO2Intensity	CHPType	CHPPowerToHeat	STOCapacity	STOSelfDischarge	STOMaxChargingPower	STOChargingEfficiency	id
12.6	Ettling_BNA1274	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1274
25	Uppenborn 1_BNA1008	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1008
24.1	Wasserburg_BNA1013	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1013
910	Wehr_BNA1019	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			5733	0	910	0.86	BNA1019
79.7	Wendefurth_BNA1031	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1031
0	Wendefurth_BNA1032	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1032
20	Wintrich_BNA1066	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1066
220	Witznau_BNA1071	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			1386	0	220	0.86	BNA1071
13.6	Zeltingen_BNA1287	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1287
12	"Vorarlberger Illwerke AG ""Rellswerk""_BNA1869"	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1869
297	Niederaußem_BNA0705	DE	STUR	LIG	0.3232	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0705
299	Niederaußem_BNA0706	DE	STUR	LIG	0.3304	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0706
648	Niederaußem_BNA0707	DE	STUR	LIG	0.4216	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0707
628	Niederaußem_BNA0708	DE	STUR	LIG	0.4192	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		245					BNA0708
944	Niederaußem_BNA0709	DE	STUR	LIG	0.4048	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0709
125	Niederaußem_BNA0710	DE	STUR	LIG	0.3112	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0710
125	Niederaußem_BNA0711	DE	STUR	LIG	0.3112	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0711
295	Niederaußem_BNA0712	DE	STUR	LIG	0.316	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0712
295	Niederaußem_BNA0713	DE	STUR	LIG	0.328	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0713
15	Fortuna Nord_BNA0714	DE	STUR	LIG	0.3616	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0714
10	Kraftwerk_BNA1293a	DE	STUR	LIG	0.388	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA1293a
10	Kraftwerk_BNA1293b	DE	STUR	LIG	0.388	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA1293b
875	Lippendorf_BNA0115	DE	STUR	LIG	0.4	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		230					BNA0115
875	Braunkohlekraftwerk Lippendorf_BNA0116	DE	STUR	LIG	0.3976	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		230					BNA0116
465	Boxberg_BNA0122	DE	STUR	LIG	0.3832	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		60					BNA0122
465	Boxberg_BNA0123	DE	STUR	LIG	0.3856	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0123
857	Boxberg_BNA0124	DE	STUR	LIG	0.4	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		65					BNA0124
640	Boxberg_BNA1404	DE	STUR	LIG	0.4288	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA1404
56.8	HKW Chemnitz  Nord II_BNA0177	DE	STUR	LIG	0.3712	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0177
90.8	HKW Chemnitz  Nord II_BNA0179	DE	STUR	LIG	0.424	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		130					BNA0179
74	HKW Cottbus_BNA0183	DE	STUR	LIG	0.3976	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0183
49	Kraftwerk Dessau_BNA0194	DE	STUR	LIG	0.3904	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0194
27.5	HKW Sachtleben_BNA1451	DE	STUR	LIG	0.3088	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA1451
9.3	Kessel 4_BNA1511a	DE	STUR	LIG	0.3592	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA1511a
321	Weisweiler_BNA1025	DE	STUR	LIG	0.316	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA1025
321	Weisweiler_BNA1026	DE	STUR	LIG	0.3208	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA1026
663	Weisweiler_BNA1027	DE	STUR	LIG	0.3376	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		91.5					BNA1027
656	Weisweiler_BNA1028	DE	STUR	LIG	0.34	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		91.5					BNA1028
14.5	P&L Werk Euskirchen_BNA1141	DE	STUR	LIG	0.4312	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA1141
45	Heizkraftwerk FFO_BNA0284	DE	STUR	LIG	0.3928	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0284
176	Frechen/Wachtberg_BNA0292	DE	STUR	LIG	0.3712	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		251					BNA0292
1060	BoA 2_BNA1401a	DE	STUR	LIG	0.4288	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA1401a
1060	BoA 3_BNA1401b	DE	STUR	LIG	0.4288	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA1401b
284	Frimmersdorf_BNA0313	DE	STUR	LIG	0.376	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		30					BNA0313
278	Frimmersdorf_BNA0314	DE	STUR	LIG	0.376	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0314
292	Neurath_BNA0698	DE	STUR	LIG	0.3352	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0698
294	Neurath_BNA0696	DE	STUR	LIG	0.3328	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0696
294	Neurath_BNA0697	DE	STUR	LIG	0.3328	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0697
607	Neurath_BNA0699	DE	STUR	LIG	0.34	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		4.5					BNA0699
604	Neurath_BNA0700	DE	STUR	LIG	0.3424	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		4.5					BNA0700
352	Buschhaus_BNA0439	DE	STUR	LIG	0.364	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0439
40	Goldenberg_BNA0489	DE	STUR	LIG	0.3808	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0489
0	Goldenberg_BNA0490a	DE	STUR	LIG	0.3832	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0490a
98	Ville/Berrenrath_BNA0491	DE	STUR	LIG	0.3784	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0491
24.6	P&L Werk Jülich_BNA1164	DE	STUR	LIG	0.4096	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA1164
33.5	FKK_BNA0523	DE	STUR	LIG	0.3712	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0523
75.3	HKW Merkenich_BNA0543	DE	STUR	LIG	0.424	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		137.6629956					BNA0543
20.3	P&L Werk Könnern_BNA1185	DE	STUR	LIG	0.3832	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA1185
465	KW Jänschwalde_BNA0785	DE	STUR	LIG	0.3904	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		76.3					BNA0785
465	KW Jänschwalde_BNA0786	DE	STUR	LIG	0.3904	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		76.3					BNA0786
465	KW Jänschwalde_BNA0787	DE	STUR	LIG	0.3904	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		76.3					BNA0787
465	KW Jänschwalde_BNA0788	DE	STUR	LIG	0.3904	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		76.3					BNA0788
465	KW Jänschwalde_BNA0789	DE	STUR	LIG	0.3904	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		76.3					BNA0789
465	KW Jänschwalde_BNA0790	DE	STUR	LIG	0.3904	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		76.3					BNA0790
450	Schkopau_BNA0878	DE	STUR	LIG	0.3904	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		100					BNA0878
450	Schkopau_BNA0879	DE	STUR	LIG	0.3904	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		100					BNA0879
45	Grubenheizkraftwerk_BNA1486	DE	STUR	LIG	0.3496	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA1486
750	Schwarze Pumpe_BNA0914	DE	STUR	LIG	0.3928	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		60					BNA0914
750	Schwarze Pumpe_BNA0915	DE	STUR	LIG	0.3952	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1		60					BNA0915
67	Deuben_BNA0196	DE	STUR	LIG	0.2464	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0196
31	Wählitz_BNA1002	DE	STUR	LIG	0.3856	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA1002
23.3	EZ1_BNA1400a	DE	STUR	LIG	0.3832	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA1400a
19.5	Kohlekraftwerk_BNA1097	DE	STUR	LIG	0.3472	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA1097
129	Frimmersdorf_BNA0302	DE	STUR	LIG	0.2968	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0302
130	Frimmersdorf_BNA0303	DE	STUR	LIG	0.2968	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0303
124	Frimmersdorf_BNA0304	DE	STUR	LIG	0.304	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0304
123	Weisweiler_BNA1021	DE	STUR	LIG	0.292	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA1021
135	Weisweiler_BNA1022	DE	STUR	LIG	0.3016	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA1022
128	Frimmersdorf_BNA0307	DE	STUR	LIG	0.304	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0307
136	Frimmersdorf_BNA0308	DE	STUR	LIG	0.3088	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0308
130	Frimmersdorf_BNA0305	DE	STUR	LIG	0.3016	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0305
132	Frimmersdorf_BNA0306	DE	STUR	LIG	0.304	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0306
135	Frimmersdorf_BNA0309	DE	STUR	LIG	0.3136	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0309
138	Frimmersdorf_BNA0310	DE	STUR	LIG	0.3088	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0310
131	Frimmersdorf_BNA0311	DE	STUR	LIG	0.3088	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0311
133	Frimmersdorf_BNA0312	DE	STUR	LIG	0.3136	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0312
60	Mumsdorf_BNA0680	DE	STUR	LIG	0.3232	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0680
45	Goldenberg_BNA0490b	DE	STUR	LIG	0.3832	9.558732394	7.812253521	0.040224969	0.040224969	136849.915	0	0	0.3	0.385	7	1							BNA0490b
37.5	Ahrensfelde_BNA0005	DE	GTUR	GAS	0.354	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0005
37.5	Ahrensfelde_BNA0006	DE	GTUR	GAS	0.354	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0006
37.5	Ahrensfelde_BNA0007	DE	GTUR	GAS	0.354	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0007
37.5	Ahrensfelde_BNA0008	DE	GTUR	GAS	0.354	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0008
11	Werkskraftwerk Sappi Alfeld_BNA0012b	DE	STUR	GAS	0.3267	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0012b
65	Heizkraftwerk Altbach/Deizisau_BNA0015	DE	GTUR	GAS	0.3722	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0015
50	Heizkraftwerk Altbach/Deizisau_BNA0016	DE	GTUR	GAS	0.3046	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0016
57	Heizkraftwerk Altbach/Deizisau_BNA0017	DE	GTUR	GAS	0.3098	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0017
81	Heizkraftwerk Altbach/Deizisau_BNA0018	DE	GTUR	GAS	0.315	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0018
15.1	Kesselhaus Zuckerfabrik_BNA0025	DE	STUR	GAS	0.3773	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0025
47	GuD-Anlage_BNA1337e	DE	COMC	GAS	0.5985	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA1337e
29	UPM Augsburg_BNA1103	DE	STUR	GAS	0.3476	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1103
30.7	Gasturbine_BNA0033	DE	GTUR	GAS	0.3904	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0033
20.4	Heizkraftwerk_BNA1104	DE	STUR	GAS	0.3586	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1104
9.7	HKW Bad Salzungen_BNA1105	DE	STUR	GAS	0.3784	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1105
17.8	KWK-Anlage Barby_BNA0051	DE	STUR	GAS	0.3993	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0051
78	"GuD Baunatal, VW Werksgelände_BNA0059b"	DE	COMC	GAS	0.5985	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0059b
3	Kraftwerk_BNA1293c	DE	STUR	GAS	0.3795	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1293c
164	Klingenberg_BNA0081	DE	STUR	GAS	0.4037	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45		590					BNA0081
444	Mitte_BNA0073	DE	COMC	GAS	0.522	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		1210					BNA0073
144	Charlottenburg_BNA0074	DE	GTUR	GAS	0.38	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45		300					BNA0074
144	Lichterfelde_BNA0075	DE	STUR	GAS	0.3828	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45		240					BNA0075
144	Lichterfelde_BNA0076	DE	STUR	GAS	0.3828	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45		240					BNA0076
0	Energieversogung Wedding_BNA1821	DE	STUR	GAS	0.3542	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1821
66	Industriekraftwerk Bernburg (IKB)_BNA0088a	DE	COMC	GAS	0.513	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		151.6039604					BNA0088a
23	HKW Schildescher Straße_BNA0098	DE	STUR	GAS	0.3608	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0098
37.5	GuD Kraftwerk Hillegossen_BNA0100	DE	COMC	GAS	0.5625	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0100
41	HKW Schildescher Straße_BNA0101	DE	STUR	GAS	0.3476	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0101
106	GuD Bitterfeld_BNA0105	DE	COMC	GAS	0.54	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		110					BNA0105
20.7	Bochum_BNA0110	DE	STUR	GAS	0.3894	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0110
44	HKW Hiltrop_BNA0111	DE	STUR	GAS	0.4004	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0111
22.1	Heizkraftwerk Bomlitz_BNA1524	DE	STUR	GAS	0.2882	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1524
95	Heizkraftwerk Karlstraße_BNA0117b	DE	STUR	GAS	0.3993	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0117b
36	HKW_BNA0129	DE	STUR	GAS	0.3817	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0129
160	Kirchmöser_BNA0130	DE	COMC	GAS	0.513	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0130
20	HKW-Mitte_BNA0135	DE	COMC	GAS	0.4095	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		56.18353969					BNA0135
74	HKW-Mitte_BNA0136	DE	COMC	GAS	0.585	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		207.8790969					BNA0136
25	HKW-Nord_BNA0137	DE	GTUR	GAS	0.289	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0137
14.8	KWK-Anlage_BNA1334	DE	COMC	GAS	0.549	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA1334
444.5	KW Mittelsbüren_BNA1820	DE	COMC	GAS	0.612	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA1820
11.4	Industriekraftwerk Breuberg_BNA1117	DE	STUR	GAS	0.3839	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1117
13.5	Egger Kraftwerk Brilon_BNA0156b	DE	GTUR	GAS	0.3696	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0156b
120	Burghausen 01 - GT_BNA0172a	DE	COMC	GAS	0.5445	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		350					BNA0172a
50	Burghausen 01 - DT_BNA0172b	DE	STUR	GAS	0.3597	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0172b
62	Industriepark Werk Gendorf_BNA0174	DE	STUR	GAS	0.3872	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0174
0.9	Energiezentrale_BNA1121	DE	STUR	GAS	0.3905	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1121
10.2	Energiezentrale_BNA1120	DE	GTUR	GAS	0.3566	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA1120
57.2	HKW Chemnitz  Nord II_BNA0178	DE	STUR	GAS	0.3696	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0178
94.6	GTKW Darmstadt_BNA1487	DE	COMC	GAS	0.5985	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA1487
10	Heizkraftwerk_BNA1125	DE	GTUR	GAS	0.3774	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA1125
6.7	GHD_BNA1127	DE	GTUR	GAS	0.3748	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA1127
6.7	GHD_BNA1128	DE	GTUR	GAS	0.3748	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA1128
585.5	Dormagen_BNA0199	DE	COMC	GAS	0.54	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		480					BNA0199
26	Dortmund_BNA0202	DE	STUR	GAS	0.3894	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0202
260	HKW Dresden-Nossener Brücke_BNA0207	DE	COMC	GAS	0.5175	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		455					BNA0207
40	HKW III/A_BNA0213	DE	STUR	GAS	0.3872	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0213
234	HKW III/B_BNA0214	DE	COMC	GAS	0.5625	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		167					BNA0214
14	"MT, Düren_BNA1131"	DE	STUR	GAS	0.3971	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1131
2.9	Kessel 2_BNA1511b	DE	STUR	GAS	0.3487	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1511b
100	GuD_BNA0220	DE	COMC	GAS	0.54	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		75					BNA0220
293	Gasblock_BNA0221c	DE	STUR	GAS	0.3586	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45		140					BNA0221c
64.7	GT_BNA0221a	DE	GTUR	GAS	0.3124	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0221a
66.7	GT_BNA0221b	DE	GTUR	GAS	0.3124	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0221b
84	Holthausen_BNA1336	DE	STUR	GAS	0.3278	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1336
21.1	BHKW H.120_BNA1503	DE	STUR	GAS	0.3982	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1503
595	GuD_BNA1817	DE	COMC	GAS	0.612	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA1817
4	Werkskraftwerk Sappi Ehingen_BNA0232c	DE	STUR	GAS	0.3586	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0232c
46.6	Kombikraftwerk_BNA0233	DE	STUR	GAS	0.3773	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0233
22.1	HKW Wiesengrund_BNA1505	DE	STUR	GAS	0.3773	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1505
321	Huntorf_BNA0239	DE	GTUR	GAS	0.3956	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0239
57	HKW Eltmann_BNA0243	DE	STUR	GAS	0.3938	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0243
52	Emden Gas_BNA0245a	DE	GTUR	GAS	0.3098	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0245a
433	Emden Gas_BNA0245b	DE	STUR	GAS	0.3553	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0245b
11	HKW Iderhoffstraße_BNA0255	DE	STUR	GAS	0.3806	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0255
76.5	HKW Erfurt-Ost_BNA0256a	DE	COMC	GAS	0.54	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		185.1145738					BNA0256a
32.6	HKW Erfurt-Ost_BNA0256b	DE	COMC	GAS	0.603	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		78.88542621					BNA0256b
10.2	BHKW an Klinkerweg_BNA1138	DE	STUR	GAS	0.385	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1138
