PowerCapacity	Unit	Zone	Technology	Fuel	Efficiency	MinUpTime	MinDownTime	RampUpRate	RampDownRate	StartUpCost	NoLoadCost	RampingCost	PartLoadMin	MinEfficiency	StartUpTime	CO2Intensity	CHPType	CHPPowerToHeat	STOCapacity	STOSelfDischarge	STOMaxChargingPower	STOChargingEfficiency	id
95	Datteln_BNA0187	DE	STUR	HRD	0.335	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0187
95	Datteln_BNA0188	DE	STUR	HRD	0.335	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0188
113	Datteln_BNA0189	DE	STUR	HRD	0.3475	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0189
249	Staudinger_BNA0375	DE	STUR	HRD	0.3375	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0375
132	Shamrock_BNA0448	DE	STUR	HRD	0.3175	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0448
345	Knepper_BNA0203	DE	STUR	HRD	0.3525	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0203
129	KW Walsum_BNA0215	DE	STUR	HRD	0.3225	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0215
345	Scholven_BNA0333	DE	STUR	HRD	0.35	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0333
345	Scholven_BNA0334	DE	STUR	HRD	0.3525	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0334
676	Scholven_BNA0335	DE	STUR	HRD	0.3725	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0335
133	KW Herne_BNA0447	DE	STUR	HRD	0.3325	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0447
186	Kraftwerk Werdohl-Elverlingsen_BNA1035	DE	STUR	HRD	0.3525	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA1035
303	Kraftwerk Veltheim_BNA0813	DE	STUR	HRD	0.35	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0813
202.5	GKM _BNA0642	DE	STUR	HRD	0.34	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0642
202.5	GKM _BNA0643	DE	STUR	HRD	0.35	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0643
35	Heizkraftwerk FL_BNA0273	DE	STUR	HRD	0.38	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0273
23	Heizkraftwerk FL_BNA0274	DE	STUR	HRD	0.37	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0274
284	Westfalen_BNA0413a	DE	STUR	HRD	0.3475	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0413a
127	KW Hafen_BNA0145	DE	STUR	HRD	0.345	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0145
765	Westfalen_BNA0413b	DE	STUR	HRD	0.46	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0413b
60.4	Kraftwerk II_BNA0661	DE	STUR	HRD	0.34	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0661
280	KW Herne_BNA0449	DE	STUR	HRD	0.3975	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0449
695	KW Voerde_BNA0991	DE	STUR	HRD	0.38	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0991
695	KW Voerde_BNA0992	DE	STUR	HRD	0.3875	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0992
318	KW West_BNA0989	DE	STUR	HRD	0.3525	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0989
322	KW West_BNA0990	DE	STUR	HRD	0.3525	9.558732394	7.812253521	0.040224969	0.040224969	117242.17	0	0	0.3	0.395	7	0.95							BNA0990
79.5	RADAG_BNA0010a	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0010a
0.1	Werkskraftwerk Sappi Alfeld_BNA0012c	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0012c
60	KW Amlach_BNA0024	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0024
15	Bigge_BNA1102	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1102
40.4	Egglfing_BNA0042	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0042
36.8	Rheinkraftwerk Säckingen_BNA0045	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0045
360	Säckingen_BNA0046	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			2268	0	360	0.86	BNA0046
23.7	Bergheim_BNA0065	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0065
9.9	Weserkraftwerk Bremen_BNA1098	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1098
10.3	Dessau_BNA1118	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1118
45	Alzwerke_BNA0173	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0173
11	Dettingen_BNA1126	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1126
15	Dingolfing_BNA1129	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1129
24	WKW_BNA0010b	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0010b
145	Waldeck1/Bringhausen_BNA0228	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			913.5	0	145	0.86	BNA0228
480	Waldeck 2_BNA0229	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			3024	0	480	0.86	BNA0229
20	Hemfurth_BNA0230	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0230
26	Eitting_BNA1134	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1134
16.4	Fankel_BNA1135	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1135
9.7	Ellgau_BNA1136	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1136
18.4	Enkirch_BNA1137	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1137
36.5	Ering_BNA0259	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0259
17.8	Altheim_BNA1140	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1140
138	Pumpspeicherwerk Rönkhausen_BNA0268	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			869.4	0	138	0.86	BNA0268
22	Rudolf-Fettweis-Werk     _BNA0278	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0278
43	Rudolf-Fettweis-Werk     _BNA0279	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0279
12.1	Serrig_BNA1143	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1143
25	Gars_BNA0324	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0324
119.1	Geesthacht_BNA0327	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			750.33	0	119.1	0.86	BNA0327
0	Geesthacht_BNA0328	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			0	0	0	0.86	BNA0328
0	Geesthacht_BNA0329	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			0	0	0	0.86	BNA0329
164	PSW Langenprozelten_BNA0337	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			1033.2	0	164	0.86	BNA0337
1052	Goldisthal_BNA0350	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			6627.6	0	1052	0.86	BNA0350
0	Goldisthal_BNA0351	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			0	0	0	0.86	BNA0351
0	Goldisthal_BNA0352	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			0	0	0	0.86	BNA0352
0	Goldisthal_BNA0353	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			0	0	0	0.86	BNA0353
37.9	KW Wyhlen_BNA0362	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0362
66	Jochenstein_BNA0364	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0364
160	Happurg_BNA0422	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			1008	0	160	0.86	BNA0422
100	Häusern_BNA0426	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			630	0	100	0.86	BNA0426
14	Schwammenauel_BNA1152	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1152
16	Heimbach_BNA1153	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1153
165	Koepchenwerk_BNA0443	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			1039.5	0	165	0.86	BNA0443
10	Höchstädt_BNA1157	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1157
59.8	Hohenwarte 1_BNA0465	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0465
0	Hohenwarte 1_BNA0466	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0466
317.8	Hohenwarte 2_BNA0467	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			2002.14	0	317.8	0.86	BNA0467
0	Hohenwarte 2_BNA0468	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			0	0	0	0.86	BNA0468
0	Hohenwarte 2_BNA0469	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			0	0	0	0.86	BNA0469
0	Hohenwarte 2_BNA0470	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			0	0	0	0.86	BNA0470
0	Hohenwarte 2_BNA0471	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			0	0	0	0.86	BNA0471
0	Hohenwarte 2_BNA0472	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			0	0	0	0.86	BNA0472
0	Hohenwarte 2_BNA0473	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			0	0	0	0.86	BNA0473
0	Hohenwarte 2_BNA0474	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			0	0	0	0.86	BNA0474
148	Rheinkraftwerk Iffezheim_BNA0494	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0494
89	KW Imst_BNA0496	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0496
19.8	Ingolstadt_BNA1160	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1160
79	KW Jenbach_BNA0505	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0505
16.7	Kaufering_BNA1169	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1169
50	Braunau-Simbach_BNA0529	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0529
14.2	Unteropfingen_BNA1175	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1175
16	Koblenz_BNA1181	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1181
124	Walchensee_BNA0540	DE	HPHS	WAT	0.8	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			781.2	0	124	0.86	BNA0540
220	Erzhausen_BNA0558	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			1386	0	220	0.86	BNA0558
144.5	KW Kühtai_BNA0567a	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0567a
144.5	KW Kühtai_BNA0567b	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0567b
19	Rheinkraftwerk Reckingen_BNA0825	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0825
104.4	Laufenburg_BNA0583	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0583
10.1	Faimingen_BNA1189	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1189
10.1	Urspring_BNA1191	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1191
19.2	Prem_BNA1192	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1192
20	Lehmen_BNA0715	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0715
1045.2	Markersbach_BNA0652	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			6584.76	0	1045.2	0.86	BNA0652
0	Markersbach_BNA0653	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			0	0	0	0.86	BNA0653
0	Markersbach_BNA0654	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			0	0	0	0.86	BNA0654
0	Markersbach_BNA0655	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			0	0	0	0.86	BNA0655
0	Markersbach_BNA0656	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			0	0	0	0.86	BNA0656
0	Markersbach_BNA0657	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			0	0	0	0.86	BNA0657
11.3	Meitingen_BNA1209	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1209
12	Merching_BNA1210	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1210
90	Pumpspeicherkraftwerk Glems_BNA0669	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0669
22.3	Pfrombach_BNA1213	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1213
16.4	Müden_BNA1214	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1214
16.4	Neef_BNA1216	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1216
86	Walgauwerk_BNA1672	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1672
20.2	Bittenbrunn_BNA0689	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0689
26.1	Neuötting_BNA0695	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0695
16.2	Niederaichbach_BNA1217	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1217
14.8	Gummering_BNA1219	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1219
39.8	Niederwartha_BNA0721	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0721
0	Niederwartha_BNA0722	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0722
36.6	Nußdorf_BNA0747	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0747
30	Oberaudorf-Ebbs_BNA0748	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0748
27	Aufkirchen_BNA1220	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1220
11.9	Oberpeiching_BNA1221	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1221
247	Kopswerk I _BNA0777	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0777
525	Kopswerk II _BNA0778	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0778
29	Obervermuntwerk_BNA0779	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0779
158	Vermuntwerk_BNA0780	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0780
53.7	Kachlet_BNA0782	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0782
43.2	Passau-Ingling_BNA0784	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0784
19.4	Perach_BNA0792	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0792
25	Geisling_BNA0795	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0795
12.6	Landau_BNA1228	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1228
12.6	Pielweichs_BNA1230	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1230
12.1	Prittriching_BNA1234	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1234
392	KW Kaunertal_BNA0816	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0816
10.9	Rain_BNA1235	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1235
18.9	Bertoldsheim_BNA1239	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1239
46.7	KW Rheinfelden_BNA0835	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0835
30	Rheinkraftwerk Ryburg-Schwörstadt _BNA0859	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0859
35.1	Rosenheim_BNA0839	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0839
45.5	Roßhaupten_BNA0847	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0847
38.2	Feldkirchen_BNA0854	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0854
12	Schwabstadl_BNA1245	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1245
12.2	Scheuring_BNA1246	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1246
24	Detzem_BNA0880	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0880
79.8	Bleiloch_BNA0882	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0882
0	Bleiloch_BNA0883	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0883
12.4	Unterbergen_BNA1247	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1247
10.5	UPM Schongau_BNA1250	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1250
16.6	Dornau_BNA1251	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1251
500	KW Silz_BNA0906	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0906
25	Teufelsbruck_BNA0912	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0912
48	Schärding-Neuhaus_BNA0917	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0917
23.2	Stammham_BNA0921	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0921
11.2	Mühltal_BNA1263	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1263
21.5	Straubing_BNA0929	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0929
12.3	Tannheim_BNA1265	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1265
18	Uppenborn 2_BNA1267	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1267
85.3	Töging_BNA0950	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0950
3.3	Kraftwerksgruppe Pfreimd_BNA0946b	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0946b
1.8	Kraftwerksgruppe Pfreimd_BNA0946c	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0946c
28	Kraftwerksgruppe Pfreimd_BNA0946a	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0946a
99	Kraftwerksgruppe Pfreimd_BNA0953	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			623.7	0	99	0.86	BNA0953
18.8	Trier_BNA1269	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1269
238	Lünerseewerk_BNA0954	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0954
18.5	Kraftwerk 3_BNA1466	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1466
48	Leitzach 1_BNA0972	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0972
44	Leitzach 2_BNA0973	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0973
198	Rodundwerk I_BNA0974	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0974
295	Rodundwerk II_BNA0975	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0975
195	PSW Vianden_BNA1675	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1675
100	PSW Vianden_BNA0978	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0978
100	PSW Vianden_BNA0979	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0979
100	PSW Vianden_BNA0980	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0980
100	PSW Vianden_BNA0981	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0981
100	PSW Vianden_BNA0982	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0982
100	PSW Vianden_BNA0983	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0983
100	PSW Vianden_BNA0984	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0984
100	PSW Vianden_BNA0985	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0985
100	PSW Vianden_BNA0986	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0986
196	PSW Vianden_BNA0987	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0987
23.3	Vohburg_BNA0996	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA0996
12.8	Obernach_BNA1273	DE	HROR	WAT	0.8	0	0	1.46177101	1.46177101	0	0	0	0	0.86	0.3	0							BNA1273
150	Kraftwerk Waldshut_BNA1003	DE	HPHS	WAT	0.75	0	0	0.953518919	0.953518919	0	0	0	0	0.86	0.3	0			945	0	150	0.86	BNA1003
