PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,id,HelpRow,name_bnetza,block_bnetza,name_uba,company,street,postcode,city,state,country_code,capacity_net_bnetza,capacity_gross_uba,fuel,technology,chp,chp_capacity_uba,commissioned,commissioned_original,retrofit,shutdown,status,type,lat,lon,eic_code_plant,eic_code_block,efficiency_data,efficiency_source,efficiency_estimate,energy_source_level_1,energy_source_level_2,energy_source_level_3,eeg,network_node,voltage,network_operator,merge_comment,comment
70,HKW Niederrad_BNA0285,DE,COMC,GAS,0.5625,5,1,0.038508725,0.038508725,112542.12,0,0,0.4,0.525,1,0.45,,121.1111111,,,,,BNA0285,#NV,HKW Niederrad,Block 1,Frankfurt-Niederrad,Mainova AG,Lyoner Straße  8,60528,Frankfurt am Main,Hessen,DE,70,75.55556,Natural gas,Combined cycle,yes,121.1111111,2005,2005,,,operating,CHP,50.0856,8.62785,,,,,0.5625,Fossil fuels,Natural gas,,no,UW Goldsteinstraße,110,NRM Netzdienste Rhein-Main GmbH,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,
99,HKW West_BNA0286,DE,GTUR,GAS,0.3644,0,0,1,1,112542.12,0,0,0.4,0.525,1,0.45,,150,,,,,BNA0286,#NV,HKW West,Block 4,Frankfurt-West 4,Mainova AG,Gutleutstraße 231,60627,Frankfurt am Main,Hessen,DE,99,100,Natural gas,Gas turbine,yes,150,1994,1994,,,operating,CHP,50.09843,8.65313,,,,,0.3644,Fossil fuels,Natural gas,,no,UW Gutleutstraße,110,NRM Netzdienste Rhein-Main GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
13.4,HKW Freiberg_BNA1541,DE,STUR,GAS,0.3993,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA1541,#NV,HKW Freiberg,,,Freiberger Erdgas GmbH,,9599,Freiberg,Sachsen,DE,13.4,,Natural gas,Steam turbine,yes,,2013,2013,,,operating,,50.913038,13.324848,,,,,0.3993,Fossil fuels,Natural gas,,no,DE0009990959900000E10001587000001,20,Mitteldeutsche Netzgesellschaft Strom mbH,,
60.1,GuD Anlage WVK_BNA0293,DE,COMC,GAS,0.531,5,1,0.038508725,0.038508725,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0293,#NV,GuD Anlage WVK,GuD Anlage,,Solvay Acetow GmbH,,79108,Freiburg,Baden-Württemberg,DE,60.1,,Natural gas,Combined cycle,yes,,1998,1998,,,operating,,48.020738,7.84588,,,,,0.531,Fossil fuels,Natural gas,,no,110kV Schalter WVK GuD Anlage,110,bnNETZE GmbH ,,
27,HKW_BNA1315,DE,STUR,GAS,0.3861,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA1315,#NV,HKW,HKW,,Universitätsklinikum Freiburg AdöR,Hartmannstrasse 1,79106,Freiburg,Baden-Württemberg,DE,27,,Natural gas,Steam turbine,yes,,2001,2001,,,operating,,48.00557217,7.842279817,,,,,0.3861,Fossil fuels,Natural gas,,no,Übergabe,20,bnNETZE GmbH,,
26.2,Kraftwerk 3_BNA1492a,DE,STUR,GAS,0.374,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA1492a,#NV,Kraftwerk 3,,,Papierfabrik Adolf Jass Schwarza GmbH,Hermann-Muth-Str. 6,36039,Fulda,Hessen,DE,26.2,,Natural gas,Steam turbine,yes,,1990,1990,,,operating,,50.56912,9.68128,,,,,0.374,Fossil fuels,Natural gas,,no,4848 Fulda Hermann Muth Straße 6,20,OsthessenNetz GmbH,,
8,Kraftwerk 2_BNA1492b,DE,STUR,GAS,0.3982,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA1492b,#NV,Kraftwerk 2,,,Papierfabrik Adolf Jass Schwarza GmbH,Hermann-Muth-Str. 6,36039,Fulda,Hessen,DE,8,,Natural gas,Steam turbine,yes,,2012,2012,,,operating,,50.56912,9.68128,,,,,0.3982,Fossil fuels,Natural gas,,no,4848 Fulda Hermann Muth Straße 6,20,OsthessenNetz GmbH,,
74,Heizkraftwerk Gera-Nord_BNA0343,DE,STUR,GAS,0.3806,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0343,#NV,Heizkraftwerk Gera-Nord,,,Energieversorgung Gera GmbH,Siemensstraße 45,7546,Gera,Thüringen,DE,74,,Natural gas,Steam turbine,yes,,1996,1996,,,operating,,50.9076,12.06102,,,,,0.3806,Fossil fuels,Natural gas,,no,,110,GeraNetz GmbH ,,
18.8,HKW Göttingen_BNA0354,DE,STUR,GAS,0.3828,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0354,#NV,HKW Göttingen,,,Georg-August-Universität Göttingen Stiftung Öffentlichen Rechts,Rudolf-Diesel-Straße 1,37075,Göttingen,Niedersachsen,DE,18.8,,Natural gas,Steam turbine,yes,,1998,1998,,,operating,,51.55337,9.93374,,,,,0.3828,Fossil fuels,Natural gas,,no,DE0003303707310300000000001902150,20,EnergieNetz Mitte GmbH ,,
14.7,"HKW ""Helmshäger Berg""_BNA0360",DE,GTUR,GAS,0.3696,0,0,1,1,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0360,#NV,"HKW ""Helmshäger Berg""",Gasturbine,,Energieerzeugungsgesellschaft Greifswald GmbH,,17489,Greifswald,Mecklenburg-Vorpommern,DE,14.7,,Natural gas,Gas turbine,yes,,1996,1996,,,operating,,54.07039,13.39886,,,,,0.3696,Fossil fuels,Natural gas,,no,MSA HKW,20,Stromversorgung Greifswald GmbH,,
40,Kraftwerk Grenzach-Wyhlen_BNA0361,DE,STUR,GAS,0.3894,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0361,#NV,Kraftwerk Grenzach-Wyhlen,,,KGW - Kraftwerk Grenzach-Wyhlen GmbH,,79639,Grenzach-Wyhlen,Baden-Württemberg,DE,40,,Natural gas,Steam turbine,yes,,2004,2004,,,operating,,47.53971,7.706923,,,,,0.3894,Fossil fuels,Natural gas,,no,"79639 Grenzach-Wyhlen, Rheinallee, FlSt-Nr. 478/5; US KGW Kraftwerk Grenzach-Wyhlen GmbH",110,ED Netze GmbH,,
572,Staudinger_BNA0374,DE,STUR,GAS,0.3597,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0374,#NV,Staudinger,4,Staudinger 4 (Großkrotzenburg),Uniper Kraftwerke GmbH ,,63538,Großkrotzenburg,Hessen,DE,572,637.6,Natural gas,Steam turbine,no,,1977,1977,,,reserve,,50.088553,8.953399,11WD2STAU0001800,11WD2STA4000065N,,,0.3597,Fossil fuels,Natural gas,,no,Großkrotzenburg,380,TenneT TSO GmbH ,List matching type: Single UBA power plant assigned to single BNetzA power plant,
22,Energiezentrum Mohn Media_BNA0386,DE,STUR,GAS,0.3784,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0386,#NV,Energiezentrum Mohn Media,,,Mohn Media Mohndruck GmbH,Carl Bertelsmann Straße 161,33334,Gütersloh,Nordrhein-Westfalen,DE,22,,Natural gas,Steam turbine,yes,,1994,1994,,,operating,,51.907326,8.408835,,,,,0.3784,Fossil fuels,Natural gas,,no,DE000248333300101ERG0007775253543,10,Netzgesellschaft Gütersloh mbH ,,
230,Heizkraftwerk Hagen-Kabel_BNA0389,DE,COMC,GAS,0.558,5,1,0.038508725,0.038508725,112542.12,0,0,0.4,0.525,1,0.45,,108,,,,,BNA0389,#NV,Heizkraftwerk Hagen-Kabel,H4/5,Hagen-Kabel GuD,Mark-E AG,,58099,Hagen,Nordrhein-Westfalen,DE,230,251,Natural gas,Combined cycle,no,108,1980,1980,2004,,shutdown_temporary,,51.41103,7.49171,11WD7GARE5XHAKW5,11WD7GARE5G-H45C,,,0.558,Fossil fuels,Natural gas,,no,U 101 und U 102,110,Enervie AssetNetWork GmbH ,List matching type: Single UBA power plant assigned to single BNetzA power plant,
97,HKW Halle Trotha_BNA0392a,DE,STUR,GAS,0.3905,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0392a,#NV,HKW Halle Trotha,Block A und B,,EVH GmbH,Dieselstraße 141,6130,Halle,Sachsen-Anhalt,DE,97,,Natural gas,Steam turbine,yes,,2005,2005,,,operating,,51.48096,11.96427,,,,,0.3905,Fossil fuels,Natural gas,,no,UW Halle Dieselstraße,110,Energieversorgung Halle Netz GmbH,,
54,HKW Halle Trotha_BNA0392b,DE,COMC,GAS,0.5985,5,1,0.038508725,0.038508725,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0392b,#NV,HKW Halle Trotha,GuD,,Heizkraftwerk Halle-Trotha GmbH,Brachwitzer Straße 23,6130,Halle,Sachsen-Anhalt,DE,54,,Natural gas,Combined cycle,yes,,2013,2013,,,operating,,51.52353,11.94337,,,0.525,"http://www.halle.eu/push.aspx?s=downloads/News/29628/pi_3_technische_daten.pdfvm=bv.108194040,d.bGg&cad=rja",0.5985,Fossil fuels,Natural gas,,no,UW Halle Nord,110,Mitteldeutsche Netzgesellschaft Strom mbH,,
127,GuD Tiefstack_BNA0400,DE,COMC,GAS,0.5805,5,1,0.038508725,0.038508725,112542.12,0,0,0.4,0.525,1,0.45,,170,,,,,BNA0400,#NV,GuD Tiefstack,GuD Tiefstack,Hamburg-Tiefstack GuD,Vattenfall Hamburg Wärme GmbH,Andreas-Meyer-Straße 8,22113,Hamburg,Hamburg,DE,127,142,Natural gas,Combined cycle,yes,170,2009,2009,,,operating,CHP,53.52672755,10.06583691,,,,,0.5805,Fossil fuels,Natural gas,,no,Tiefstack,110,Stromnetz Hamburg GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
22.5,Heizkraftwerk_BNA0401,DE,STUR,GAS,0.3762,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0401,#NV,Heizkraftwerk,HKW,,ADM Hamburg Aktiengesellschaft,Nippoldstr. 117,21107,Hamburg,Hamburg,DE,22.5,,Natural gas,Steam turbine,yes,,1992,1992,,,operating,,53.517684,9.950793,,,,,0.3762,Fossil fuels,Natural gas,,no,Nr. 147190,25,Stromnetz Hamburg GmbH,,
417.1,Trianel Gaskraftwerk _BNA0410,DE,COMC,GAS,0.576,5,1,0.038508725,0.038508725,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0410,#NV,Trianel Gaskraftwerk ,Block 10,Hamm-Uentrop 10,Trianel Gaskraftwerk Hamm GmbH & Co. KG ,Trianelstraße 1,59071,Hamm,Nordrhein-Westfalen,DE,417.1,425,Natural gas,Combined cycle,no,,2008,2008,,,operating,,51.67395,7.92915,11WD7STUM----KW9,11WD7KWHU1GBL10E,0.577,http://www.bwk-bund.de/fileadmin/Dokumente/Veranstaltungen/Kongresse/2011/FF-2-Schoepfer-Wasserkraft.pdf,0.576,Fossil fuels,Natural gas,,no,SA Geithe,380,Amprion GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
420.9,Trianel Gaskraftwerk _BNA0411,DE,COMC,GAS,0.576,5,1,0.038508725,0.038508725,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0411,#NV,Trianel Gaskraftwerk ,Block 20,Hamm-Uentrop 20,Trianel Gaskraftwerk Hamm GmbH & Co. KG ,Trianelstraße 1,59071,Hamm,Nordrhein-Westfalen,DE,420.9,425,Natural gas,Combined cycle,no,,2008,2008,,,operating,,51.67395,7.92915,11WD7STUM----KW9,11WD7KWHU1GBL20B,0.577,http://www.bwk-bund.de/fileadmin/Dokumente/Veranstaltungen/Kongresse/2011/FF-2-Schoepfer-Wasserkraft.pdf,0.576,Fossil fuels,Natural gas,,no,SA Geithe,380,Amprion GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
230,GKL_BNA0418,DE,COMC,GAS,0.5985,5,1,0.038508725,0.038508725,112542.12,0,0,0.4,0.525,1,0.45,,185,,,,,BNA0418,#NV,GKL,GKL,Hannover-Linden,Stadtwerke Hannover AG,,30169,Hannover,Niedersachsen,DE,230,255,Natural gas,Combined cycle,yes,185,2013,1998 / 2013,2013,,operating,,52.372917,9.714194,,,0.55,http://www.enercity.de/infothek/downloads/broschueren/anlagen/hkw-linden-langinfo.pdf,0.5985,Fossil fuels,Natural gas,,no,UW-Linden,110,enercity Netzgesellschaft mbH ,List matching type: Single UBA power plant assigned to single BNetzA power plant,
102,KWH_BNA0419,DE,STUR,GAS,0.3575,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,280,,,,,BNA0419,#NV,KWH,B,Hannover-Herrenhausen,Stadtwerke Hannover AG,,30419,Hannover,Niedersachsen,DE,102,120,Natural gas,Steam turbine,yes,280,1975,1975,,,shutdown_temporary,CHP,52.42,9.648611,11WD2HERR5GKW--1,11WD2HERR5G----G,0.38,http://www.enercity.de/infothek/downloads/broschueren/anlagen/kraftwerk-herrenhausen.pdf,0.3575,Fossil fuels,Natural gas,,no,UW-Leinhausen,110,enercity Netzgesellschaft mbH ,List matching type: Single UBA power plant assigned to single BNetzA power plant,
13.5,KWKK Heidelberg_BNA1151,DE,STUR,GAS,0.3872,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA1151,#NV,KWKK Heidelberg,,,RWE Vertrieb AG,Neuenheimer Feld 530,69120,Heidelberg,Baden-Württemberg,DE,13.5,,Natural gas,Steam turbine,yes,,2002,2002,,,operating,,49.42158,8.67284,,,,,0.3872,Fossil fuels,Natural gas,,no,DE000277691200000000000021A129569,20,Stadtwerke Heidelberg Netze GmbH,,
18.9,IHKW Heidenheim_BNA1292b,DE,STUR,GAS,0.4004,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA1292b,#NV,IHKW Heidenheim,BHKW-Anlage,,Sales & Solutions GmbH,Alexanderstr. 8,89522,Heidenheim,Baden-Württemberg,DE,18.9,,Natural gas,Steam turbine,yes,,2014,2014,,,operating,,48.670061,10.150584,,,,,0.4004,Fossil fuels,Natural gas,,no,DE.00027.88952.201220080080000000001,20,Hellenstein-Energie-Logistik GmbH,,
417,Cuno Heizkraftwerk Herdecke_BNA0442,DE,COMC,GAS,0.5715,5,1,0.038508725,0.038508725,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0442,#NV,Cuno Heizkraftwerk Herdecke,H6,Herdecke H3 (Cuno),Mark-E AG / Statkraft Markets,,58313,Herdecke,Nordrhein-Westfalen,DE,417,424,Natural gas,Combined cycle,no,,2007,2007,,,operating,,51.40313,7.4155,11WD7GARE5XHEKWQ,11WD7HERD2G-H6-X,0.59,http://www.mark-e.de/Home/Privatkunden/Mark-E/Erzeugung/Regionale-Erzeugung.aspx,0.5715,Fossil fuels,Natural gas,,no,U 106 und U 107,110,Enervie AssetNetWork GmbH ,List matching type: Single UBA power plant assigned to single BNetzA power plant,
109.5,Wintershall_BNA0444,DE,COMC,GAS,0.3915,5,1,0.038508725,0.038508725,112542.12,0,0,0.4,0.525,1,0.45,,299,,,,,BNA0444,#NV,Wintershall,Wintershall,Wintershall,K+S AG,,36266,Heringen,Hessen,DE,109.5,110,Natural gas,Combined cycle,yes,299,1967,1967,,,operating,IPP,50.89401,9.99724,,,,,0.3915,Fossil fuels,Natural gas,,no,UW Phillippsthal,110,Avacon AG,List matching type: Single UBA power plant assigned to single BNetzA power plant,
15.8,Werk Clauen_BNA1499,DE,STUR,GAS,0.385,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA1499,#NV,Werk Clauen,,,"Nordzucker AG, Werk Clauen",Zuckerfabrik 3,31249,Hohenhameln,Niedersachsen,DE,15.8,,Natural gas,Steam turbine,yes,,2000,vor 1945 / letzte Änderung 2000,,,special_case,,52.2321963,10.033285,,,,,0.385,Fossil fuels,Natural gas,,no,,20,Avacon AG,,
800,Knapsack Gas I_BNA0548a,DE,COMC,GAS,0.567,5,1,0.038508725,0.038508725,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0548a,#NV,Knapsack Gas I,,Knapsack - Hürth I,Statkraft Markets GmbH,,50351,Hürth-Knapsack,Nordrhein-Westfalen,DE,800,812,Natural gas,Combined cycle,no,,2006,2006,,,operating,,50.861708,6.842353,11WD7KWKN----KW1,11WD7KWKN-KW-EEN,,,0.567,Fossil fuels,Natural gas,,no,,400,Amprion GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
430,Knapsack Gas II_BNA0548b,DE,COMC,GAS,0.5985,5,1,0.038508725,0.038508725,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0548b,#NV,Knapsack Gas II,,Knapsack - Hürth II,Statkraft Markets GmbH,,50351,Hürth-Knapsack,Nordrhein-Westfalen,DE,430,450,Natural gas,Combined cycle,no,,2013,2013,,,operating,,50.861708,6.842353,11WD7KWKN1GBL203,11WD7KWKN-20-EEW,0.592,http://www.siemens.com/press/de/pressemitteilungen/?press=/de/pressemitteilungen/2013/energy/fossil-power-generation/efp201306040.htm&content[]=EF&content[]=EP&content[]=PG,0.5985,Fossil fuels,Natural gas,,no,Knapsack,380,Amprion GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
86,Heizkraftwerk_BNA0499,DE,COMC,GAS,0.5535,5,1,0.038508725,0.038508725,112542.12,0,0,0.4,0.525,1,0.45,,276.1052632,,,,,BNA0499,#NV,Heizkraftwerk,Block A,Frankfurt-Hoechst A u. B,Infraserv GmbH & Co. Höchst KG,,65926,Industriepark Höchst,Hessen,DE,86,91.77105,Natural gas,Combined cycle,yes,276.1052632,2003,2003,,,operating,CHP,50.09178,8.53105,,,,,0.5535,Fossil fuels,Natural gas,,no,FWH O/W,110,Infraserv GmbH & Co. Höchst KG,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,
96.5,ADS-Anlage_BNA0497,DE,GTUR,GAS,0.4112,0,0,1,1,112542.12,0,0,0.4,0.525,1,0.45,,126,,,,,BNA0497,#NV,ADS-Anlage,,Frankfurt-Hoechst C,Infraserv GmbH & Co. Höchst KG,,65926,Industriepark Höchst,Hessen,DE,96.5,105.7,Natural gas,Gas turbine,yes,126,2012,2012,,,operating,,50.09178,8.53105,,,,,0.4112,Fossil fuels,Natural gas,,no,FWH O/W,110,Infraserv GmbH & Co. Höchst KG,List matching type: Single UBA power plant assigned to single BNetzA power plant,
182,HKW Jena_BNA0504,DE,COMC,GAS,0.522,5,1,0.038508725,0.038508725,112542.12,0,0,0.4,0.525,1,0.45,,225,,,,,BNA0504,#NV,HKW Jena,HKW Jena,Jena-Süd,Thüringer Energie AG,,7749,Jena,Thüringen,DE,182,203.97,Natural gas,Combined cycle,yes,225,1996,1996,,,operating,CHP,50.896881,11.585703,,,,,0.522,Fossil fuels,Natural gas,,no,UW HKW Jena,110,TEN Thüringer Energienetze GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
11.6,HKW Karcherstr._BNA0510a,DE,STUR,GAS,0.3729,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0510a,#NV,HKW Karcherstr.,10,,SWK - Stadtwerke Kaiserslautern,,67655,Kaiserslautern,Rheinland-Pfalz,DE,11.6,,Natural gas,Steam turbine,yes,,1989,1989,,,operating,,49.434659,7.760234,,,,,0.3729,Fossil fuels,Natural gas,,no,UW 1,20,SWK Stadtwerke Kaiserslautern Versorgungs-AG,,
11.4,P&L Werk Appeldorn_BNA1165,DE,STUR,GAS,0.3894,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA1165,#NV,P&L Werk Appeldorn,Lentjes-Kessel,,Pfeifer & Langen GmbH & Co. KG,Reeser Str 280-300,47546,Kalkar,Nordrhein-Westfalen,DE,11.4,,Natural gas,Steam turbine,yes,,2004,2004,,,operating,,51.72967,6.35865,,,,,0.3894,Fossil fuels,Natural gas,,no,,10,Westnetz GmbH,,
353,Rheinhafen-Dampfkraftwerk_BNA0514,DE,COMC,GAS,0.531,5,1,0.038508725,0.038508725,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0514,#NV,Rheinhafen-Dampfkraftwerk,RDK 4S,Karlsruhe-RDK 4s,EnBW Energie Baden-Württemberg AG,Fettweisstraße 42,76189,Karlsruhe,Baden-Württemberg,DE,353,363,Natural gas,Combined cycle,no,,1998,1998,,,reserve,,49.0125,8.302778,11WD4DAXLA-2S--6,11WD4RDK42G4---O,0.57,https://www.enbw.com/unternehmen/konzern/energieerzeugung/fossile-energie/standorte.html,0.531,Fossil fuels,Natural gas,,no,Daxlanden,220,Transnet BW GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
37,Heizkraftwerk West_BNA0515,DE,STUR,GAS,0.3674,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0515,#NV,Heizkraftwerk West,T3,,Stadtwerke Karlsruhe GmbH,,76189,Karlsruhe,Baden-Württemberg,DE,37,,Natural gas,Steam turbine,yes,,1984,1984,,,operating,,49.014444,8.348056,,,,,0.3674,Fossil fuels,Natural gas,,no,,110,Stadtwerke Karlsruhe Netzservice GmbH,,
50,Kombi-HKW_BNA0521,DE,STUR,GAS,0.3707,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0521,#NV,Kombi-HKW,,,Städtische Werke Energie + Wärme GmbH,,34134,Kassel,Hessen,DE,50,,Natural gas,Steam turbine,yes,,1987,1987,,,operating,,51.279099,9.484012,,,,,0.3707,Fossil fuels,Natural gas,,no,DE0003323413400000000009959305051,60,Städtische Werke Netz + Service GmbH,,
21.5,HKW Humboldtstr._BNA0527,DE,STUR,GAS,0.3905,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0527,#NV,HKW Humboldtstr.,,,Stadtwerke Kiel AG,,24116,Kiel,Schleswig-Holstein,DE,21.5,,Natural gas,Steam turbine,yes,,2005,2005,,,operating,,54.327536,10.12674,,,,,0.3905,Fossil fuels,Natural gas,,no,Umspannwerk Humboldtstr.,30,Stadtwerke Kiel Netz GmbH ,,
201.5,KW Kirchlengern_BNA0531,DE,COMC,GAS,0.45,5,1,0.038508725,0.038508725,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0531,#NV,KW Kirchlengern,,Kirchlengern 1,Energieservice Westfalen Weser GmbH,,32278,Kirchlengern,Nordrhein-Westfalen,DE,201.5,184.5,Natural gas,Combined cycle,no,,1980,1980,,,operating,,52.19507,8.6482,,,,,0.45,Fossil fuels,Natural gas,,no,UW Kirchlengern,110,Westfalen Weser Netz GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
23.4,Werk Klein Wanzleben_BNA1506,DE,STUR,GAS,0.3784,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA1506,#NV,Werk Klein Wanzleben,,,"Nordzucker AG, Werk Klein Wanzleben",Magdeburger Landstraße 1 bis 5,39164,Klein Wanzleben,Sachsen-Anhalt,DE,23.4,,Natural gas,Steam turbine,no,,1994,1994,,,special_case,,52.070093,11.385306,,,,,0.3784,Fossil fuels,Natural gas,,no,,20,Avacon AG,,
35,HKW Südstadt_BNA0544,DE,COMC,GAS,0.513,5,1,0.038508725,0.038508725,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA0544,#NV,HKW Südstadt,GuD,,RheinEnergie AG,,50677,Köln,Nordrhein-Westfalen,DE,35,,Natural gas,Combined cycle,yes,,1994,1994,,,operating,,50.91697,6.95725,,,,,0.513,Fossil fuels,Natural gas,,no,UW Bonner Wall,110,Rheinische NETZGesellschaft mbH ,,
413,HKW Niehl 2_BNA0545,DE,COMC,GAS,0.576,5,1,0.038508725,0.038508725,112542.12,0,0,0.4,0.525,1,0.45,,370,,,,,BNA0545,#NV,HKW Niehl 2,GuD,Köln-Niehl II,RheinEnergie AG,,50735,Köln,Nordrhein-Westfalen,DE,413,421,Natural gas,Combined cycle,yes,370,2005,2005,2008,,operating,,50.97492,6.98803,11WD7BOLA--KWNIK,11WD7BOLA5GGTN2E,0.58,http://www.rheinenergie.com/media/portale/downloads_4/rheinenergie_1/flyer/Heizkraftwerk-Niehl-II.pdf,0.576,Fossil fuels,Natural gas,,no,UW Mole,110,Rheinische NETZGesellschaft mbH ,List matching type: Single UBA power plant assigned to single BNetzA power plant,
108,HKW Merkenich_BNA0546,DE,COMC,GAS,0.558,5,1,0.038508725,0.038508725,112542.12,0,0,0.4,0.525,1,0.45,,80,,,,,BNA0546,#NV,HKW Merkenich,GuD,Köln-Merkenich GuD,RheinEnergie AG,,50769,Köln,Nordrhein-Westfalen,DE,108,110,Natural gas,Combined cycle,yes,80,2004,2004,,,operating,,51.01781,6.96435,11WD7FUEH5GMEKW7,11WD7FUEH5GMERKA,0.53,,0.558,Fossil fuels,Natural gas,,no,UW Merkenich,110,Rheinische NETZGesellschaft mbH ,List matching type: Single UBA power plant assigned to single BNetzA power plant,
15.5,HKW Merkenich_BNA1182,DE,STUR,GAS,0.3465,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,28.33700441,,,,,BNA1182,#NV,HKW Merkenich,Block 4,Köln-Merkenich 4+6,RheinEnergie AG,,50769,Köln,Nordrhein-Westfalen,DE,15.5,17.5826,Natural gas,Steam turbine,yes,28.33700441,1965,1965,,,operating,,51.017899,6.964045,,,0.53,http://www.rheinenergie.com/media/portale/downloads_4/rheinenergie_1/broschueren_1/Vereinfachte_Umwelterklaerung_der_Standorte_Koeln-Merkenich_und_Koeln-Niehl_2011.pdf,0.3465,Fossil fuels,Natural gas,,no,UW Merkenich,25,Rheinische NETZGesellschaft mbH ,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,
15.8,HKW Merheim_BNA1183,DE,COMC,GAS,0.5445,5,1,0.038508725,0.038508725,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA1183,#NV,HKW Merheim,GuD,,RheinEnergie AG,,51109,Köln,Nordrhein-Westfalen,DE,15.8,,Natural gas,Combined cycle,yes,,2001,2001,,,operating,,50.94308239,7.085239192,,,,,0.5445,Fossil fuels,Natural gas,,no,UW Merheim,25,Rheinische NETZGesellschaft mbH ,,
459.9,Niehl 3_BNA1818,DE,STUR,GAS,0.4026,9.558732394,7.812253521,0.040224969,0.040224969,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,BNA1818,#NV,Niehl 3,Niehl 31,,RheinEnergie AG,,50735,Köln,Nordrhein-Westfalen,DE,459.9,,Natural gas,Steam turbine,yes,,2016,2016,,,operating,,50.974896,6.987769,,,,,0.4026,Fossil fuels,Natural gas,,no,UW Opladen / UW Köln-Kalk,380 / 110,Amprion GmbH / Rheinische Netzgesellschaft,,
